title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,answer
".아래와 같은 테이블 TAB1, TAB2가 있을 때 아래 SQL의 결과 건수를 알맞게 나열한 것은?",https://cbt.youngjin.com/upload/sqld/77.png,," 2, 4, 3, 5, 12"," 2, 4, 5, 3, 12"," 2, 3, 4, 5, 12"," 2, 4, 3, 7, 12","정답 : TAB1 테이블에는 행이 4개, TAB2 테이블에는 행이 3개가 있다. KEY 칼럼을 사용해서 INNER JOIN을 하면 같은 것만 찾는다. 따라서 TAB1와 TAB2 테이블의 KEY 칼럼에서 ‘B’와 ‘C’가 같기 때문에 2개의 행이 출력된다."
.다음 중 엔터티의 특징에 포함되지 않는 것은?,,, 반드시 해당 업무에서 필요하고 관리하고자 하는 정보이어야 한다., 유리한 식별자에 의해 식별이 가능해야 한다., 엔터티는 속성이 없어도 된다., 엔터티는 업무 프로세스에 의해 이용되어야 한다.,정답 : 엔터티는 속성을 2개 이상 가지고 있어야 한다.
.다음 설명 중 올바르지 않은 것은?,,, UNION ALL 연산자는 조회 결과를 정렬하고 중복되는 데이터를 한 번만 표현한다., UNION 연산자는 조회 결과에 대한 합집합을 나타내며 자동으로 정렬을 해준다., INTERSECT 연산자는 조회 결과에 대한 교집합을 의미한다., EXCEPT 연산자는 조회 결과에 대한 차집합을 의미한다.,정답 : UNION ALL 연산자는 조회 결과에 대해 별도의 정렬 작업을 하지 않는다. 또한 중복 데이터에 대해서도 삭제하지 않고 여러 번 중복 표현한다.
.데이터 모델링에 대한 설명 중 알맞은 것은?,,," 데이터 모델링의 3가지 요소는 Process, Attributes, Relationships이다.", 실제로 데이터베이스를 구축할 때 참고되는 모델은 개념적 데이터 모델링이다., 물리 모델링 → 논리 모델링 → 개념 모델링 단계로 갈수록 구체적이다., 논리 모델링의 외래키는 물리 모델에서 반드시 구현되지는 않는다.,"정답 : ① 데이터 모델링의 3요소는 Things, Attributes, Relationships이다.② 실제 데이터베이스 구축 시 참고되는 모델은 물리적 데이터 모델링이다.③ 개념 모델링에서 물리 모델링으로 가면서 더 구체적이며 개념 모델링이 가장 추상적이다.④ 논리 모델링의 외래키는 물리 모델에서 반드시 구현되지 않는 선택 사항이다."
.다음의 내용 중에서 ROWNUM을 올바르게 사용하지 않은 것은?,,," SELECT ROWNUM, ENAME FROM EMP;", SELECT EMPNO FROM EMP WHERE ROWNUM=1;, SELECT ENAME FROM EMP WHERE ROWNUM=2;, SELECT DEPTNO FROM EMP WHERE ROWNUM < 10;,"정답 : ROWNUM은 SELECT문에서 행이 인출될 때 행에 부여되는 일렬번호이다. 만약 ROWNUM을 1, 2, 3, 4 등으로 인출하고 조건에 부여하려면 인라인 뷰를 사용해야 한다."
.SQL 처리 흐름도에 대한 설명으로 적절하지 않은 것은?,,, 실행 계획을 시각화한 것이다., SQL문의 처리 절차를 시각적으로 표현한 것이다., 인덱스 스캔 및 전체 테이블 스캔 등의 액세스 기법을 표현할 수 있다., 성능적인 측면의 표현은 고려하지 않는다.,정답 : SQL 처리 흐름도에서는 성능적인 측면도 표현할 수 있다. 일량적인 측면의 표현과 인덱스 스캔 또는 테이블 스캔 등을 표현할 수 있다.
.JOIN의 종류에 대한 설명으로 틀린 것은 무엇인가?,,, NON-EQUI JOIN은 등가 조건이 성립되지 않은 테이블에 JOIN을 걸어주는 방법이다.," EQUI JOIN은 반드시 기본키, 외래키 관계에 의해서만 성립된다.", OUTER JOIN은 JOIN 조건을 만족하지 않는 데이터도 볼 수 있는 JOIN 방법이다., SELF JOIN은 하나의 테이블을 논리적으로 분리시켜 EQUI JOIN을 이용하는 방법이다.,"정답 : EQUI JOIN은 반드시 기본키, 외래키 관계에 의해서만 성립되는 것은 아니다. 조인 칼럼이 1:1로 맵핑이 가능하면 사용할 수 있다."
.Commit과 Rollback의 장점으로 적합하지 않은 것은 무엇인가?,,, 데이터 무결성을 보장한다., 영구적인 변경을 할 수 없게 한다., 영구적인 변경을 하기 전에 데이터의 변경 사항 확인이 가능하다., 논리적으로 연관된 작업을 그룹핑하여 처리 가능하다.,정답 : Commit과 Rollback의 장점•데이터 무결성 보장•영구적인 변경을 하기 전에 데이터의 변경 사항 확인 가능•논리적으로 연관된 작업을 그룹핑하여 처리 가능
.다음 중 설계 단계에서 데이터 모델의 성능을 고려하는 절차와 방법에 포함되지 않는 것은?,,," 이력모델의 조정, 기본키/외래키 조정, 슈퍼타입/서브타입 조정 등을 수행한다.", 데이터베이스 용량 산정을 수행한다., 데이터베이스에 발생되는 트랜잭션의 유형을 파악한다., 데이터 모델링을 할 때 분석 단계에서부터 반정규화를 수행한다.,정답 : 성능을 고려한 데이터 모델링을 할 때 첫 번째 단계는 정규화를 적용한 데이터 모델을 만드는 것이다.
.다음 슈퍼타입/서브타입 모델에서 설계 단계에서 변환할 수 있는 테이블의 형태가 아닌 것은?,https://cbt.youngjin.com/upload/sqld/22.png,, 전체가 하나의 테이블인 부동산관계자로 통합하는 All in One 타입," 슈퍼타입(부동산관계자)과 서브타입(부동산전세자, 부동산소유자)을 슈퍼+서브타입인 부동산전세자, 부동산소유자 2개 테이블로 만든 타입"," 부동산관계자의 일부 속성은 부동산전세자에게, 일부 속성은 부동산소유자에게 할당하여 배치하는 수평 분할 타입"," 슈퍼타입(부동산관계자)과 서브타입(부동산전세자, 부동산소유자)을 모두 1:1관계로 해체하여 개별로 테이블을 만드는 타입","정답 : 논리적인 데이터 모델에서 이용이 되는 슈퍼/서브 타입의 데이터 모델을 성능을 고려한 물리적인 데이터 모델에서 변환하는 방법은 세 가지(1:1타입, 슈퍼+서브타입, All in One 타입)가 있다."
.다음 중 인덱스 튜닝에 대해 잘못 설명하고 있는 것은?,,," 인덱스를 경유한 테이블의 Random 액세스 부하가 심할 때, 클러스터 테이블이나 IOT를 활용하는 방안을 고려할 수 있다.", 인덱스를 경유한 테이블 액세스 횟수가 같더라도 인덱스 구성에 따라 스캔 효율이 달라진다. 따라서 인덱스 스캔 효율을 높이기 위해 인덱스 칼럼 순서를 바꿔야 할 때가 종종 있다., 조건절이 Where deptno = 10 and ename = ‘SCOTT’일 때 인덱스를 [deptno + ename] 순으로 구성하나 [ename + deptno] 순으로 구성하나 인덱스 스캔 효율에 차이가 없다., 인덱스 튜닝의 핵심 요소 중 하나는 불필요한 테이블 Random 액세스가 발생하지 않도록 하는 데에 있다. 이를 위해 인덱스 칼럼 순서를 바꿔주는 것도 큰 효과가 있다.,정답 : 인덱스 칼럼 순서를 아무리 바꾸어도 테이블 Random 액세스 횟수는 줄지 않는다.
.조인에 대한 설명으로 적절하지 않은 것은 다음 중 무엇인가?,,, Nested Loop Join은 중첩된 반복문과 유사한 형식이다., FROM절에 나열된 모든 테이블이 동시에 조인 작업이 수행된다., Nested Loop Join은 선행 테이블의 조건을 만족하는 건수만큼 반복 수행된다., Hash Join은 작은 테이블을 선행 테이블로 사용하는 것이 성능관점에서 좋다.,"정답 : FROM절에 아무리 많은 테이블이 나열되더라도 항상 2개씩 조인된다. 테이블과 테이블 사이 또는 앞에서 이미 수행된 조인의 결과 집합과 테이블, 조인 결과와 조인 결과 사이에서 조인이 처리된다."
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, SELECT문에 WHERE 조건이 없으므로 연산에 참여하는 총 행 수는 5개이다., DEPTNO 10의 합계는 3000이고 20의 합계는 500이다.," NVL(SAL, 0)문에서 NVL은 NULL에 대한 합계오류를 예방한다.", 부서별 합계를 계산할 때 NULL값을 만나면 0으로 치환한다.,정답 : 그룹 함수를 사용하는 경우 NULL값은 연산에서 제외된다. 그래서 NVL 함수를 사용하는 것은 합계오류 예방과는 전혀 관계가 없다.
.다음 주어진 SQL문을 수행한 결과 영구적으로 반영되는 것은 무엇인가?,,," 1, 7, 9"," 1, 9, 11"," 1, 9, 11, 9"," 1, 2",정답 : SQL문의 맨 하단에서 ROLLBACK TO SV2 명령어를 수행하면 SAVEPOINT SV2 지점까지 변경된 것을 모두 취소한다.
.다음은 ERD(Entity Relationship Diagram) 작성 순서이다. 올바른 것을 고르시오.,,, 나)→가)→다)→라)→마)→바), 가)→나)→다)→라)→마)→바), 가)→나)→라)→다)→마)→바), 가)→나)→다)→마)→바)→라),정답 :
.다음 과일 테이블에 대한 SQL문 내의 비교조건을 해석한 것으로 올바르지 않은 것은?,https://cbt.youngjin.com/upload/sqld/131.png,, “21 NOT IN (SELECT 과일코드 FROM과일)”은 참이다., “19 < ANY (SELECT 과일코드 FROM 과일)”은 거짓이다., “15 < ALL (SELECT 과일코드 FROM 과일)”은 참이다., “19=ALL(SELECT 과일코드 FROM 과일)” 거짓이다.,정답 : ALL은 전부 일치하는 것만 출력하는 것으로 AND라고 생각하면 되고 ANY는 OR로 생각하면 된다.
".다음의 SQL문을 사용할 때, 날짜형 변수를 문자형으로 바꿀 수 있는 것은?",,, TO_NUMBER, TO_DATE, TO_CHAR, CONVERT,정답 : TO_CHAR문을 사용하면 문자형 타입으로 변환한다.
.다음 주어진 테이블에 대해서 아래와 같은 SQL문을 수행하였을 때 반환되는 ROW 값의 수는 무엇인가?,https://cbt.youngjin.com/upload/sqld/63.png,, 1, 2, 3, 4,"정답 : 주어진 SQL문에서 앞에 UNION 연산을 수행하면 1, 2, 3, 4, 5가 반환되고 이어서 minus를 수행하면 1, 3, 4, 5가 반환된다."
.다음 중에서 DDL(Data Definition Language)에 해당되지 않는 것은?,,, REVOKE, CREATE INDEX, DROP TABLE, ALTER TABLE,"정답 : • DDL(Data Definition Language)은 SQL문 중에서 생성에 관련된 것으로 CREATE TABLE, ALTER TABLE, DROP TABLE, CREATE VIEW, DROP VIEW가 있다.• REVOKE는 권한을 삭제하는 것으로 DCL(Data Control Language)이다."
.다음 개념에 해당하는 관계는 무엇인가?,,, 식별자 관계(Identifying Relationship), 비식별자 관계(Non-Identifying Relationship), 일반 속성 관계(Attribute Relationship), 외부 식별 관계(Foreign Key Relationship),정답 : 부모 엔터티로부터 속성을 받았지만 자식 엔터티의 주식별자로 사용하지 않고 일반적인 속성으로만 사용하는 것은 비식별자 관계(Non-Identifying Relationship)에 대한 설명이다.
.“TEST” 테이블에 있는 NUM2 칼럼의 총 행은 10개이고 2개의 NULL 값이 있다. 다음의 SQL문을 실행할 경우 결괏값은?,,," ㄱ : 10, ㄴ : 10"," ㄱ : 10, ㄴ : 8"," ㄱ : 8, ㄴ : 10"," ㄱ : 8, ㄴ : 8",정답 : COUNT(칼럼명)을 실행하면 NULL 값은 제외된다.
".소계, 중계, 합계처럼 계층적 분류를 포함하고 있는 데이터의 집계에 적합한 GROUP 함수 두 가지는 무엇인가?",,," ROLLUP, SUM"," GROUPING, SUM"," ROLLUP, CUBE"," CUBE, SUM","정답 : ROLLUP, CUBE는 GROUP BY의 확장된 형태로 병렬로 수행이 가능하고 사용하기가 쉽기 때문에 효과적이다. 다차원적인 집계가 필요한 경우는 CUBE를 사용한다."
.어떠한 데이터 타입도 사용이 가능한 집계 함수는 어느 것인가?,,, AVG, SUM, COUNT, STDDEV,"정답 : 집계 함수는 집합에 대한 정보를 제공하므로 주로 숫자 유형에 사용된다. 추가로 MAX, MIN, COUNT 함수는 숫자 유형만 아니라 문자 유형, 날짜 유형에도 적용이 가능한 함수이다."
.그룹 내 순위 관련 WINDOW 함수의 특징으로 올바르지 않은 것을 고르시오.,,, RANK 함수는 동일한 값에 대해서는 동일한 순위를 부여한다.," DENSE_RANK 함수는 RANK 함수와 흡사하며, 동일한 순위를 하나의 건수로 취급한다.", RCUMM_RANK 함수는 누적된 순위를 부여한다.," RANK 함수가 동일한 값에 대해서는 동일한 순위를 부여하는 데 반해, ROW_NUMBER 함수는 고유한 순위를 부여한다.",정답 : RCUMM_RANK는 존재하지 않는 함수이다.
".서브쿼리의 종류 중에 서브쿼리를 실행하고 한 행, 한 칼럼을 반환하는 서브쿼리를 무엇이라고 하는가?",,, Looping, Scala Subquery, Associative Subquery, Access Subquery,정답 : 스칼라 서브쿼리(Scala Subquery)는 SELECT문에서 사용하는 서브쿼리로 한 행만 반환한다.
.다음의 SQL문에 대한 설명으로 올바르지 않은 것은?,,, ㄱ은 부서별 합계를 출력한다., ㄱ과 ㄴ의 결과 행 수는 동일하다., ㄴ은 부서별 합계와 그룹별 전체합계가 출력된다., ㄱ의 SQL문은 전체합계는 출력되지 않는다.,정답 : ㄱ과 ㄴ의 SQL문의 행 수는 다르다. 왜냐하면 ROLLUP은 전체합계가 추가적으로 출력된다.
.다음 설명이 나타내는 데이터 모델의 개념은 무엇인가?,,, 시스템 카탈로그(System Catalog), 용어 사전(Word Dictionary), 성 사전(Attribute Dictionary), 도메인(Domain),정답 : 도메인(Domain)은 속성에 대한 값의 범위 등 제약사항을 기술할 수 있다.
.다음 중 분산 데이터베이스의 투명성(Transparency)에 속하지 않는 것은?,,, 분할 투명성, 병행 투명성, 중복 투명성, 병렬 투명성,"정답 : 분산 데이터베이스의 투명성의 종류에는 분할 투명성, 위치 투명성, 지역 투명성, 중복(복제) 투명성, 병행 투명성, 장애 투명성이 있다."
.4개의 테이블로부터 필요한 칼럼을 조회하려고 한다. 최소 몇 개의 JOIN 조건이 필요한가?,,, 2개, 3개, 4개, 5개,정답 : 여러 테이블로부터 원하는 데이터를 조회하기 위해서는 전체 테이블 개수에서 최소 N-1개 만큼의 JOIN 조건이 필요하다.
.다음 주어진 테이블에서 아래와 같은 결괏값을 반환하도록 아래의 SQL문의 빈칸에 들어갈 올바른 것을 고르시오.,https://cbt.youngjin.com/upload/sqld/68.png,, RANK(), NTILE(), ROW_NUMBER(), DENSE_RANK(),정답 : 결괏값에서 중복된 등수 2등 다음에 바로 다음 등수인 3이 왔으므로 빈칸에는 DENSE_RANK가 와야 한다.
.다음 주어진 그룹 함수와 동일한 결괏값을 반환하는 그룹 함수를 고르시오.,,," GROUP BY ROLLUP(DEPTNO, JOB);"," GROUP BY (DEPTNO, JOB, (DEPTNO, JOB), ());"," GROUP BY DEPTNO UNION ALL GROUP BY JOB UNION ALL GROUP BY (DEPTNO, JOB);"," GROUP BY GROUPING SETS (DEPTNO, JOB, (DEPTNO, JOB), ());",정답 : 그룹 함수 중 CUBE는 CUBE 함수에 제시된 칼럼에 대해서 결합 가능한 모든 집계를 계산한다.
.다음 SQL문에 대한 설명으로 올바른 것은?,,, 테이블의 EMP_NAME이 A 또는 a로 시작하는 모든 ROW, 테이블의 EMP_NAME이 A로 시작하는 모든 ROW, 테이블의 EMP_NAME이 A로 끝나는 모든 ROW, 테이블의 EMP_NAME이 A 또는 a로 끝나는 모든 ROW,정답 : 특정 문자로 시작하는 것을 조회하기 위해서는 LIKE문을 사용해야 한다. 그리고 ‘A%’는 A로 시작하는 것을 조회한다.
.식별자의 대체 여부에 따라 분류하는 방식은?,,, 본질 식별자 - 인조 식별자, 내부 식별자 - 외부 식별자, 주식별자 - 보조 식별자, 단일 식별자 - 복합 식별자,정답 : 식별자를 대체할 수 있는 성격에 따라 구분한 개념은 본질 식별자 - 인조 식별자이다.
.다음의 SQL문 실행 결과는 무엇인가?,,, NULL, 1, X, 공집합,정답 : SQL문에서 NULL과 NULL을 비교할 수가 없다. 만약 NULL 값을 조회하려면 is null을 사용해야 하고 NULL이 아닌 것을 조회하려면 is not null을 사용해야 한다.
