,category,tag,title,content_img,content_text,choices_1,choices_2,choices_3,choices_4,commentary,answer_number
45,2과목,윈도우 함수,"아래 데이터 모델에서 활동점수가 높은 고객을 게임상품ID별로 10등까지 선별하여 사은행사를 진행하려고 한다. 다음 SQL 중 가장 적절한 것은? (단, 활동점수가 동일한 고객은 동일등수로 한다. 아래 결과 예제 참조)",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j132-1.png,,"SELECT 게임상품ID, 고객ID, 활동점수, 순위 FROM (SELECT RANK() OVER(PARTITION BY 게임상품ID ORDER BY 활동점수 DESC) AS 순위 ,고객ID,게임상품ID, 활동점수 FROM 고객활동)","SELECT 게임상품ID, 고객ID, 활동점수, 순위 FROM (SELECT RANK() OVER(ORDER BY 활동점수 DESC) AS 순위 ,고객ID, 게임상품ID, 활동점수 FROM 고객활동) WHERE 순위 <= 10;","SELECT 게임상품ID, 고객ID, 활동점수, 순위 FROM (SELECT DENSE_RANK() OVER(PARTITION BY 게임상품ID ORDER BY 활동점수 DESC) AS 순위 ,고객ID, 게임상품ID, 활동점수 FROM 고객활동) WHERE 순위〈= 10;","SELECT 게임상품ID, 고객ID, 활동점수, 순위 FROM (SELECT DENSE_RANK() OVER(ORDER BY 활동점수 DESC) AS 순위 .고객ID, 게임상품ID, 활동점수 FROM 고객활동) WHERE 순위 <= 10;","게임상품별로 고객 목록을 추출하기위해서는 OVER절에 ""PARTITION BY 게임상품ID”를 적용하여 게임상품별 활동점수로 순위가 추출될 수 있도록 하여야 한다. RANK WINDOW 함수는 OVER절의 ORDER BY에 대한 결과에 따라 동일한 값을 동일한 등수로 처리 함과 동시에 중간 순위를 비우는 반면, DENSE RANK WINDOW 함수는 중간 순위를 비우지 않는다.",1
46,2과목,집계 함수,다음의 SQL문을 실행한 결과를 쓰시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j358-1.png,"SELECT SUM(CASE WHEN COL1 ='A' THEN 1 END) AS SUM1, SUM(CASE WHEN COL3 < 20000 THEN 1 END) AS SUM2 FROM Mytest;","4,8","3,7","2,6","1,5","SUM1은 COL1 ='A'조건을 만족하는 1,2,3행을 각각 1로 되돌리고 합계를 계산하기 때문에 3이 된다. COL2 < 20000 조건은 모든 행이 만족하고 1을 되돌리므로 합계는 7이 된다.",2
47,2과목,JOIN,다음 출력 결과를 얻기 위한 SQL 문장으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j794-1.png,,"SELECT E1.EMPNO, E1.ENAME, E2.ENAME AS MANAGER_NAME FROM EMP E1, EMP E2 WHERE E1.EMPNO = E2.MGR(+) ORDER BY E1.EMPNO;","SELECT E1.EMPNO, E1.ENAME, E2.ENAME AS MANAGER_NAME FROM EMP E1, EMP E2 WHERE E1.EMPNO = E2.MGR ORDER BY E1.EMPNO;","SELECT E1.EMPNO, E1.ENAME, E2.ENAME AS MANAGER_NAME FROM EMP E1, EMP E2 WHERE E1.MGR = E2.EMPNO(+) ORDER BY E1.EMPNO;","SELECT E1.EMPNO, E1.ENAME, E2.ENAME AS MANAGER_NAME FROM EMP E1, EMP E2 WHERE E1.MGR = E2.EMPNO ORDER BY E1.EMPNO;","SELECT절을 보면 E2.ENAME이 매니저이름이다. 따라서 E1의 MGR(매니저번호)을 갖는 E2에서의 EMPNO가 E1 사 원의 매니저라고 볼 수 있다. 또한, 매니저가 없는 MARTIN도 출력을 하기 위해서는 LEFT OUTER JOIN이 필요하므 로 오라클 표준으로 E1의 반대쪽 컬럼에 (+) 기호를 붙여주면 된다.",3
48,2과목,집계 함수,다음 주어진 테이블에 대해서 아래의 SQL문을 수행한 행수로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j513-1.png,"SELECT COUNT(COL1), COUNT(COL2) FROM ( SELECT DISTINCT COL1, COL2 FROM TEST40 );","3,3","2,2","2,1","1,2","DISTINCT 명령어로 중복된 COL1, COL2값은 제외되어 COL1, COL2이 (조조,1), (조조,2),(조조,3)이 된다.",1
49,2과목,계층형 질의,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j761-1.png,"SELECT SYS_CONNECT_BY_PATH(DNAME, '-') FROM DEPARTMENT WHERE DEPTNO = 103 START WITH PART IS NULL CONNECT BY PART = PRIOR DEPTNO ;",-컴퓨터정보학부,-소프트웨어공학과-컴퓨터정보학부,-컴퓨터정보학부-소프트웨어공학과,-소프트웨어공학과,최상위 학과인 컴퓨터정보학부와 인문사회학부로부터 시작하여 하위 학과들을 연결한 후 루트노드로부터의 연결과 정을 '-'로 이어서 출력하는 과정이다. DEPTNO가 103번인 소프트웨어공학과의 상위학과는 컴퓨터정보학부이다.,3
50,2과목,윈도우 함수,다음 SQL 실행 결과로 가장 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j608-1.png,"SELECT 주문번호, 일자, SUM(주문금액) OVER(ORDER BY 일자) AS 주문금액, DENSE_RANK() OVER(PARTITION BY 지점 ORDER BY 주문금액) AS 순위 FROM 주문내역;",,,,,"SUM의 경우 ORDER BY 사용 시 ORDER BY 컬럼 순서대로 누적 합을 계산하는데, 이때 범위는 RANGE가 기본이다. RANGE란 ORDER BY 절에 명시된 컬럼의 값이 같을 경우 하나의 그룹으로 묶어서 누적 합을 계산하는 범위를 말한다. 따라서 2024.01.02 값이 두 개이므로 각각 1000과 2000이 먼저 3000으로 결합되어 두 번째와 세 번째 행의 누적 합이 둘 다 4000이 된다. DENSE_RANK의 경우 동순위 발생 뒤 순위가 연속적으로 출력되므로 주문번호가 3인 행의 순위는 2위가 된다.",2
51,2과목,JOIN,"아래와 같은 테이블 TAB1, TAB2가 있을 때 아래 SQL의 결과 건수를 알맞게 나열한 것은?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j209-1.png,,"2,4,3,7,12","2,3,4,5,12","2,4,5,3,12","2,4,3,5,12","TAB1 테이블에는 행이 4개, TAB2 테이블에는 행이 3개가 있다. KEY 칼럼을 사용해서 INNER JOIN을 하면 같은 것만 찾는다. 따라서 TAB1와 TAB2 테이블의 KEY 칼럼에서 'B'와 'C'가 같기 때문에 2개의 행이 출력된다.",4
52,2과목,집합 연산자,"다음 중 아래에서 테이블 T1, T2에 대한 가, 나 두 개의 쿼리 결과 조회되는 행의 수로 가장 적절한 것은?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j105-1.png,,"가: 3개, 나: 5개","가: 3개, 나: 3개","가: 5개, 나: 5개","가: 5개, 나: 3개","(가) SELECT A, B, C FROM R1 UNION ALL SELECT A, B, C FROM R2; (중복 레코드 유지, 정렬 안함) (나)SELECT A, B, C FROM R2 UNION SELECT A, B, C FROM R2; (중복 레코드 제거함, 정렬 발생)",4
53,2과목,집합 연산자,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j703-1.png,SELECT SUM(COL2) FROM TAB1 WHERE COL2 < ANY(SELECT FARE FROM TAB2);,1000,600,300,100,"ANY는 작다와 만나면 값들 중 최댓값을 리턴한다. 따라서, 메인쿼리 WHERE절은 COL2 < 350 이 되므로 A, B, C들의 COL2의 총 합은 600이 된다.",2
54,2과목,,다음 중 아래 데이터를 가지고 있는 EMP_Q 테이블에서 세개의 SQL 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j74-1.png,,"0,에러 발생, NULL","에러 발생, 에러 발생, NULL","0, 에러 발생, 에러 발생","0, NULL, NULL",,1
55,2과목,ER 모델링,다음의 ERD에 대한 설명으로 가장 올바르지 않은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j404-1.png,,"학생 엔터티의 기본키는 학번이고 이름,나이,주소는 속성이다.",학생과 과목 엔터티를 조인 시에 카텐시안 곱이 발생하여 2명의 학생이 2개의 과목과 조인하면 2개의 행이 조회된다.,"학생과 과목 간의 관계에서 수강 신청이라는 엔터티를 추가해서 M:N을 1:N, N:1로 해소해야 한다.",한 명의 학생은 여러 개의 과목과 매핑된다.,M:N 관계는 카텐시안 곱이 발생하고 2개 행과 2개의 행을 조인하면 2*2 = 4개의 행이 조회된다.,2
56,2과목,ER 모델링,다음 중 아래 ERD에 대한 설명으로 올바르지 않은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j488-1.png,,"주문, 상품은 비식별 관계로 부모가 없어도 자식이 생길 수 있다.",주문은 상품이 없을 수 있다.,주문은 상품 1개 이상 가질 수 있다.,상품은 주문을 하나 이상 반드시 가져야 한다.,상품은 주문을 한 개 이상 반드시 가져야 하는 것이 아니라 안 가질 수도 있다.,4
57,2과목,JOIN,다음 결과는 2개의 테이블을 어떤 join으로 진행한 것인가?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j241-1.png,,Full Outer Join,Left Outer Join,Right Outer Join,Natural Join,위의 결과를 보면 EMPNO와 DEPTNO 각각에 서로 없는 것이 있다. 그래서 FULL OUTER JOIN이 된다.,1
58,2과목,계층형 질의,다음은 계층형 쿼리를 수행하는 SQL문이다. ( )에 해당되는 것으로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j279-1.png,SELECT * FROM Mytest START WITH ( ㄱ ) IS NULL CONNECT BY PRIOR ( ㄴ ) AND today BETWEEN '2017-01-01' AND '2022-12-31' ORDER SIBLINGS BY empid;,(ㄱ) mgrid (ㄴ) mgrid = empid,(ㄱ) mgrid (ㄴ) empid = mgrid,(ㄱ) empid (ㄴ) mgrid = empid,(ㄱ) empid (ㄴ) empid = mgrid,mgrid가 NULL인 값을 시작해서 empid로 조회를 전개하는 순방향 조회를 하고 있다. 순방향 전개를 하면서 empid로 정렬한다.,2
59,2과목,집계 함수,다음 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j690-1.png,SELECT COUNT(COL1) RESULT FROM TAB1 WHERE COL3 < 100 GROUP BY COL1; SELECT COUNT(COL1) RESULT FROM TAB1 WHERE COL1 IS NOT NULL GROUP BY COL1 HAVING SUM(COL2) > 500;,,,,,"첫 번째 문장은 조건에 만족하는 COL1값이 NULL이므로 NULL 그룹이 리턴된다. 따라서 COUNT를 하면 0이 출력되며, 두 번째 문장은 HAVING 조건에 만족하는 그룹이 없으므로 공집합이 출력되어 COUNT 결과가 NULL이 된다.",2
60,2과목,JOIN,다음 중 아래 테이블들을대상으로 SQL 문장을 수행한 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j95-1.png,,,,,,,4
61,2과목,윈도우 함수,다음 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j757-1.png,"SELECT RATIO_TO_REPORT(COL2) OVER() AS C1, CUME_DIST() OVER(ORDER BY COL2) AS C2, ROUND(PERCENT_RANK() OVER(ORDER BY COL2),2) AS C3 FROM TAB1;",,,,,"RATIO_TO_REPORT는 총 합 기준 COL2의 값의 크기에 대한 차지 비율을 출력, CUME_DIST는 COL2 순서대로 각 행의 상대적 누적 위치 출력, PERCENT_RANK는 COL2 순서대로 각 행의 누적 분위수(0~1 사이)를 출력한다.",4
62,2과목,집계 함수,다음 출력 결과를 갖도록 하는 빈칸의 문장으로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j707-1.png,"SELECT EMPNO, ENAME, DEPTNO, SAL, SUM(SAL) OVER(PARTITION BY DEPTNO ORDER BY SAL ____________________) AS RESULT FROM EMP;",ROWS BETWEEN 1 PRECEDING AND 1 FOLLOWING,ROWS BETWEEN UNBOUNDED PRECEDING AND 1 FOLLOWING,RANGE BETWEEN 1 PRECEDING AND 1 FOLLOWING,RANGE BETWEEN UNBOUNDED PRECEDING AND 1 FOLLOWING,"누적합의 범위가 각 행마다 이전행과 현재행, 다음행을 연산하고 있으므로(JONES 기준 1100 + 2975 + 3000 = 7075) 1 PRECEDING AND 1 FOLLOWING 이며, SAL이 같은 SCOTT과 FORD의 누적합이 각각 다르게 계산되었으므로 ROWS가 적절하다.",1
63,2과목,DML,다음의 테이블이 있을 경우 SQL을 수행하였을 때 출력결과를 순서대로 나열한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j429-1.png,SELECT CASE WHEN C1=1 THEN 10 WHEN C1=2 THEN 20 ELSE C1 END FROM Mytest;,"1,2,30","10,20,30","10,20,3","1,2,3",CASE 문의 조건문에 따라서 1은 10으로 2는 20으로 입력된다.,3
64,2과목,계층형 질의,다음 중 아래와 같은 사원 테이블에 대해서 SQL을 수행하였을 때의 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j109-1.png,,,,,,"CONNECT BY 절에 작성된 조건절은 WHERE 절에 작성된 조건절과 다르다. START WITH 절에서 필터링된 시작 데이터는 결과목록에 포함되어지며, 이후 CONNECT BY 절에 의해 필터링 된다. 그러 므로 매니저 사원번호가 NULL인 데이터는 결과목록에 포함되며, 이후 리커시브 조인에 의해 입사일자가 필터링 된다.",4
65,2과목,집계 함수,아래의 테이블에 대해서 주어진 SQL문을 수행한 결과로 알맞은 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j550-1.png,"SELECT A.jumin as ""주문"", B.custrank as ""고객등급"" FROM (SELECT jumun, SUM(price) AS Total FROM test34_1 GROUP BY jumun) A, test34_2 B WHERE A.Total BETWEEN B.minprice AND B.maxprice;",,,,,"먼저 FROM절에 있는 inline view의 실행 결과는 20, 7500과 10, 5000의 합계가 조회된다. 그리고 test34_2의 BETWEEN구로 조회하면 10번 VIP가 조회된다.",2
66,2과목,집계 함수,다음 주어진 테이블에서 아래와 같은 결괏값을 반환하는 SQL문을 고르시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j199-1.png,,"select count(case when 반=1 then 1 end) as ""결괏값"" count(case when 반=2 then 1 end) as b, count(case when 반=3 then 1 end) as c from SQLD_67;","select 반, count(distinct 이름) AS ""결괏값"" FROM SQLD_67 group by 반;","select 반, count(1) AS ""결괏값"" FROM SQLD_67 group by 반;","select 반, count(*) AS ""결괏값"" FROM SQLD_67 group by 반;",② 번에서 주어진 테이블을 '반'속성별로 그룹화한 다음 각 '반' 속성별 행의 수를 count하는데 distinct 인자로 중복되는 이름값은 제외하고 count를 수행하여 결괏값과 같이 반환된다.,2
67,2과목,집계 함수,다음의 SQL문을 실행한 결과로 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j343-1.png,"SELECT SUM(A.N1) FROM MytestA A, MytestB B WHERE A.V1 <> B.V1;",9,12,32,10,,2
68,2과목,집계 함수,다음 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j751-1.png,"SELECT SUM(E2.SAL) AS RESULT FROM EMP E1, EMP E2 WHERE E1.HIREDATE >= E2.HIREDATE GROUP BY E1.ENAME;",,,,,"셀프조인을 통해 각 행마다 입사일이 작거나 같은 모든 행을 출력하는 쿼리로, 각 행마다의 누적 급여 총 합을 출력 하게 된다.",2
69,2과목,,다음의 예에서 결괏값이 다른 하나는?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j250-1.png,,SELECT count(고객) FROM SQLD_13 WHERE 거래내역 IS NULL;,SELECT NULL*NULL FROM SQLD_13;,SELECT NULL*3 FROM SQLD_13;,SELECT NULL*2 FROM SQLD_13;,②③④ 번은 모두 SELECT NULL FROM SQLD_13; 과 같은 SQL문으로 모두 NULL을 반환하는데 ①번은 거래내역이 NULL인 고객의 수를 구하는 SQL문으로 결괏값 2를 반환한다.,1
70,2과목,JOIN,"다음 ERD를 보고, 고객의 성별로 서비스 이용횟수와 이용금액의 총합을 출력하는 SQL로 적절하지 않은 것은?",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j605-1.png,,"SELECT 고객.성별, COUNT((SELECT 서비스번호 FROM 서비스 WHERE 서비스구매.서비스번호 = 서비스.서비스번호)) AS CNT, SUM((SELECT 가격 FROM 서비스 WHERE 서비스구매.서비스번호 = 서비스.서비스번호)) AS SUM_PRICE FROM 고객 INNER JOIN 서비스구매 ON 고객.고객번호= 서비스구매.고객번호 GROUP BY 고객.성별;","SELECT 고객.성별, COUNT(I.SNO) AS CNT, SUM(I.가격) AS SUM_PRICE FROM 고객 INNER JOIN (SELECT 서비스구매.고객번호 AS GNO, 서비스.서비스번호 AS SNO, 서비스.가격 FROM 서비스구매 INNER JOIN 서비스 ON 서비스구매.서비스번호 = 서비스.서비스번호) I ON 고객.고객번호= I.GNO GROUP BY 고객.성별;","SELECT 고객.성별, COUNT(고객.고객번호) AS CNT, SUM(서비스.가격) AS SUM_PRICE FROM 고객 LEFT OUTER JOIN 서비스구매 ON 고객.고객번호= 서비스구매.고객번호 LEFT OUTER JOIN 서비스 ON 서비스구매.서비스번호 = 서비스.서비스번호 GROUP BY 고객.성별;"," SELECT 고객.성별, COUNT(서비스.서비스번호) AS CNT, SUM(서비스.가격) AS SUM_PRICE FROM 고객, 서비스구매, 서비스 WHERE 고객.고객번호= 서비스구매.고객번호 AND 서비스구매.서비스번호 = 서비스.서비스번호 GROUP BY 고객.성별;","고객과 서비스 구매 관계에서 고객은 필수, 서비스 구매는 선택적 관계이므로 LEFT OUTER JOIN을 하면 서비스 구매를 하지 않은 고객의 서비스 구매 정보가 NULL로 출력된다. 따라서 이때, 고객의 성별로 서비스 구매나 서비스 테이블의 컬럼을 COUNT할 경우 NULL은 세지 않기 때문에 정상적으로 구매를 한 고객 수가 리턴될 텐데 2번의 경우 고객 테이블의 고객 번호를 세기 때문에 성별 고객 수가 출력된다.",3
71,2과목,집계 함수,다음 보기의 결괏값을 얻기 위한 SQL문을 작성하시오.,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j298-1.png,"SELECT ( ) AS A, ( ) AS B, ( ) AS C from Mytest","max(COL1), max(COL2), max(COL1)","max(COL1), min(COL2), sum(COL2)","max(COL1), min(COL2), sum(COL1)","max(COL2), min(COL2), sum(COL1)","A 속성은 COL1의 최댓값, B 속성은 COL2의 최솟값, C 속성은 COL1 속성의 합이다.",3
72,2과목,,아래 SQL 수행 결과로 가장 적절한 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j595-1.png,SELECT COUNT(*) AS RESULT FROM TAB1 WHERE COL1 = 200 GROUP BY COL1; SELECT SUM(COL2) AS RESULT FROM TAB1 WHERE COL1 = 100; SELECT COUNT(COL1) AS RESULT FROM TAB1 WHERE COL3 = 400;,,,,,"첫 번째 문장은 COL1 = 200 조건에 만족하는 값이 없고, 공집합을 GROUP BY 하면 아무것도 출력되지 않는다. 따라서 공집합에 대한 COUNT 결과는 0 이 아닌 공집합이 출력되므로 컬럼명만 출력되는 형태로 리턴된다. 두 번째 문장은 첫 번째 행에 대한 SUM(COL2)를 출력하게 되는데, 첫 번째 행의 COL2 값이 NULL 이므로 NULL 이 출력된다. NULL 로만 구성된 데이터의 SUM, AVG, MIN, MAX 등의 결과는 NULL 이 리턴되며 COUNT 만 0 으로 출력된다. 따라서 세 번째 문장의 출력값은 0 이 된다.",1
73,2과목,집계 함수,다음 문제에 주어진 결괏값을 반환하는 SQL문은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j289-1.png,,"SELECT COUNT(CASE WHEN CLASS ='A' THEN 1 END) AS ""Result"" COUNT(CASE WHEN CLASS ='B' THEN 1 END) AS B, COUNT(CASE WHEN CLASS ='C' THEN 1 END) AS C FROM Mytest;","SELECT CLASS, count(1) AS ""Result"" FROM Mytest GROUP BY CLASS;","SELECT CLASS, count(distinct NAME) AS ""Result"" FROM mytest GROUP BY CLASS;","SELECT CLASS, count(*) AS ""Result"" FROM Mytest GROUP BY CLASS;",③번 보기에서 주어진 테이블을 'CLASS' 속성별로 그룹화한 다음 각 'CLASS' 속성별 행의 수를 count하는데 DISTINCT 인자로 중복되는 NAME 값은 제외하고 count를 수행하여 결괏값이 반환된다.,3
74,2과목,JOIN,다음의 ( )에 올바른 것은?,https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j521-1.png,,CROSS JOIN,RIGHT OUTER JOIN,LEFT OUTER JOIN,SELF JOIN,5개의 행이 총 25개의 행으로 증가하였으므로 5*5=25의 CROSS JOIN을 수행한 것이다.,1
75,2과목,트랜잭션 관리,"테이블 A에 대해 아래와 같은 SQL을 수행하였을 때 테이블 A의 ID '001'에 해당하는 최종 VAL의 값이 ORACLE에서는 200, SQL Server에서는 100이 되었다. 다음 설명 중 가장 부적절한 것은? (단, AUTO COMMIT은 FALSE로 설정되어 있다)",https://sqld-bk.s3.ap-southeast-2.amazonaws.com/j61-1.png,,"SQL Server에서는 ROLLBACK 실행으로 인하여 UPDATE가 취소되 었으며, 최종적으로 B 테이블은 생성되지 않았다.","ORACLE에서는 CREATE TABLE 문장 수행에 의해 VAL 값은 200이 되었지만, ROLLBACK 실행으로 인하여 최종적으로 B 테이블은 생성 되지 않았다.",SQL Server에서는 ROLLBACK 문장에 의해 UPDATE가 취소되어 VAL 값은 100이 되었다.,"ORACLE에서는 CREATE TABLE 문장을 수행한 후, 묵시적으로 COMMIT이 수행 되어 VAL 값은 200이 되었다.",,2
